Price,Make,Model,YOM,Mileage (km),Gear,Fuel Type,Engine (cc),Vehicle Age,Condition,Has_AC,Has_PowerSteering,Has_PowerMirror,Has_PowerWindow,Option_Count
9650000,Suzuki,SPACIA,2024.0,2000.0,Automatic,Petrol,650.0,2.0,Used,1,1,1,1,4
9950000,Suzuki,Spacia XS Turbo,2025.0,300.0,Automatic,Petrol,660.0,1.0,Unregistered,0,0,0,0,0
5350000,Suzuki,Celerio,2014.0,79205.0,Automatic,Petrol,1000.0,12.0,Used,1,1,0,1,3
4000000,Suzuki,A-Star,2010.0,70000.0,Manual,Petrol,1000.0,16.0,Used,1,1,1,1,4
1810000,Suzuki,Maruti,2003.0,56000.0,Manual,Petrol,800.0,23.0,Used,1,0,0,0,1
6525000,Suzuki,Alto L Safety,2024.0,7000.0,Automatic,Petrol,660.0,2.0,Unregistered,0,0,0,0,0
7995000,Suzuki,Wagon R Custom Z,2023.0,26000.0,Automatic,Hybrid,660.0,3.0,Unregistered,0,0,0,0,0
3500000,Suzuki,Alto,2004.0,180000.0,Automatic,Petrol,660.0,22.0,Used,1,1,1,1,4
3850000,Suzuki,Alto LXI,2015.0,58000.0,Manual,Petrol,800.0,11.0,Used,1,1,0,0,2
2975000,Suzuki,Alto,2011.0,193000.0,Manual,Petrol,800.0,15.0,Used,1,1,0,0,2
8900000,Suzuki,Swift RS,2017.0,70000.0,Automatic,Petrol,1200.0,9.0,Used,1,1,1,1,4
3790000,Suzuki,Alto,2015.0,92000.0,Manual,Petrol,800.0,11.0,Used,0,1,0,0,1
5190000,Suzuki,Celerio,2015.0,46000.0,Automatic,Petrol,998.0,11.0,Used,0,1,0,0,1
8875000,Suzuki,Wagon R Custome ZX,2024.0,2600.0,Automatic,Hybrid,650.0,2.0,Used,1,1,1,1,4
7850000,Suzuki,Wagon R FX Safety,2025.0,25.0,Automatic,Hybrid,660.0,1.0,Unregistered,1,1,1,1,4
2350000,Suzuki,Maruti,2007.0,81000.0,Manual,Petrol,800.0,19.0,Used,1,0,0,0,1
6800000,Suzuki,Wagon R Fz Premium,2018.0,65000.0,Automatic,Hybrid,660.0,8.0,Used,1,1,1,1,4
3150000,Suzuki,Alto,2011.0,136000.0,Manual,Petrol,800.0,15.0,Used,1,1,1,1,4
3550000,Suzuki,Alto,2014.0,95500.0,Manual,Petrol,800.0,12.0,Used,1,1,1,0,3
7200000,Suzuki,Wagon R Stingray,2018.0,107000.0,Automatic,Petrol,650.0,8.0,Used,1,1,1,1,4
2590000,Suzuki,Maruti,2012.0,83920.0,Manual,Petrol,800.0,14.0,Used,1,0,0,0,1
2400000,Suzuki,Zen,2005.0,115000.0,Manual,Petrol,1000.0,21.0,Used,1,1,0,1,3
8775000,Suzuki,Wagon R Custom ZX Upgrade,2025.0,293.0,Automatic,Hybrid,660.0,1.0,Used,1,1,1,1,4
7950000,Suzuki,Wagon R FX,2024.0,1650.0,Automatic,Hybrid,660.0,2.0,Unregistered,1,1,1,1,4
4750000,Suzuki,Swift Center Antenna,2004.0,160000.0,Automatic,Petrol,1300.0,22.0,Used,1,1,1,1,4
5650000,Suzuki,Hustler,2015.0,113000.0,Automatic,Petrol,660.0,11.0,Used,1,1,1,1,4
6850000,Suzuki,Alto Japan,2023.0,7800.0,Automatic,Petrol,650.0,3.0,Unregistered,1,1,1,1,4
5300000,Suzuki,Celerio,2015.0,102000.0,Automatic,Petrol,1000.0,11.0,Used,1,1,0,1,3
4200000,Suzuki,Estilo,2011.0,117000.0,Manual,Petrol,1000.0,15.0,Used,1,1,1,1,4
6550000,Suzuki,Wagon R Fz Safety,2017.0,86000.0,Automatic,Hybrid,660.0,9.0,Used,1,1,1,1,4
3400000,Suzuki,Swift,2002.0,271800.0,Manual,Petrol,1320.0,24.0,Used,1,1,0,1,3
3600000,Suzuki,A-Star,2010.0,103400.0,Manual,Petrol,1000.0,16.0,Used,1,1,0,1,3
7445000,Suzuki,Wagon R FX Safety,2024.0,6450.0,Automatic,Petrol,660.0,2.0,Unregistered,0,0,0,0,0
1948000,Suzuki,Maruti 800,2005.0,85000.0,Manual,Petrol,800.0,21.0,Used,1,0,0,0,1
6750000,Suzuki,Wagon R,2018.0,83015.0,Automatic,Hybrid,650.0,8.0,Used,1,1,1,0,3
2100000,Suzuki,Maruti,2007.0,88558.0,Manual,Petrol,800.0,19.0,Used,1,0,0,0,1
7850000,Suzuki,Wagon R Fx,2024.0,4000.0,Automatic,Hybrid,660.0,2.0,Used,1,1,1,1,4
5150000,Suzuki,Wagon R,2019.0,128000.0,Automatic,Petrol,1000.0,7.0,Used,1,1,1,1,4
3810000,Suzuki,Alto,2015.0,98900.0,Manual,Petrol,800.0,11.0,Used,1,1,0,1,3
1800000,Suzuki,Maruti,2004.0,45000.0,Manual,Petrol,800.0,22.0,Used,0,0,0,0,0
2085000,Suzuki,Maruti 800,2007.0,98000.0,Manual,Petrol,800.0,19.0,Used,1,0,0,0,1
9500000,Suzuki,Spacia Custom Turbo,2025.0,325.0,Automatic,Hybrid,650.0,1.0,Used,1,1,1,1,4
6200000,Suzuki,Spacia,2016.0,46000.0,Automatic,Petrol,650.0,10.0,Used,1,1,1,1,4
7350000,Suzuki,Spacia Custom,2018.0,41325.0,Automatic,Petrol,650.0,8.0,Used,1,1,1,1,4
6750000,Suzuki,Wagon R FX Safety Import,2024.0,5000.0,Automatic,Petrol,658.0,2.0,Unregistered,1,1,1,1,4
3650000,Suzuki,Wagon R,2003.0,118000.0,Automatic,Petrol,650.0,23.0,Used,1,1,0,1,3
4150000,Suzuki,Swift,2008.0,134500.0,Manual,Petrol,1300.0,18.0,Used,1,1,1,1,4
6000000,Suzuki,Wagon R,2015.0,139000.0,Automatic,Hybrid,660.0,11.0,Used,1,1,1,1,4
6450000,Suzuki,Swift,2009.0,166000.0,Automatic,Petrol,1600.0,17.0,Used,1,1,1,1,4
3300000,Suzuki,Alto,2012.0,147000.0,Manual,Petrol,800.0,14.0,Used,0,0,0,0,0
6400000,Suzuki,Wagon R Fz,2018.0,94000.0,Automatic,Hybrid,660.0,8.0,Used,1,1,1,1,4
4675000,Suzuki,Celerio,2015.0,175000.0,Manual,Petrol,1000.0,11.0,Used,1,1,0,1,3
8800000,Suzuki,Wagon R Stingray,2023.0,7386.0,Automatic,Petrol,650.0,3.0,Used,1,1,1,1,4
3870000,Suzuki,Alto,2015.0,103000.0,Manual,Petrol,800.0,11.0,Used,1,1,0,1,3
3300000,Suzuki,Alto K10,2011.0,87000.0,Manual,Petrol,1000.0,15.0,Used,1,1,0,1,3
4200000,Suzuki,Alto 800 LXI,2016.0,101856.0,Manual,Petrol,800.0,10.0,Used,1,1,0,1,3
4200000,Suzuki,Swift center antenna,2004.0,170000.0,Automatic,Petrol,1300.0,22.0,Used,1,1,0,1,3
6290000,Suzuki,Wagon R FX Safety,2017.0,110000.0,Automatic,Hybrid,600.0,9.0,Used,1,1,1,1,4
2690000,Suzuki,Maruti,2012.0,39000.0,Manual,Petrol,800.0,14.0,Used,1,0,0,0,1
1500000,Suzuki,Wagon R,2006.0,140000.0,Manual,Petrol,1061.0,20.0,Used,1,0,0,1,2
3990000,Suzuki,Zen Estilo,2010.0,133000.0,Manual,Petrol,1000.0,16.0,Used,1,1,1,1,4
3975000,Suzuki,A-Star,2011.0,132800.0,Manual,Petrol,998.0,15.0,Used,1,1,1,1,4
3200000,Suzuki,Alto,2014.0,300000.0,Manual,Petrol,800.0,12.0,Used,1,1,0,1,3
7990000,Suzuki,SPACIA G Grade,2023.0,850.0,Automatic,Hybrid,650.0,3.0,Unregistered,1,1,1,1,4
3400000,Suzuki,Liana,2002.0,178352.0,Manual,Petrol,1328.0,24.0,Used,1,1,0,1,3
5300000,Suzuki,Swift,2009.0,89400.0,Automatic,Petrol,1300.0,17.0,Used,1,1,1,1,4
3600000,Suzuki,Alto 800,2015.0,138.0,Manual,Petrol,800.0,11.0,Used,1,1,0,1,3
7250000,Suzuki,Wagon R Stingray,2018.0,109.0,Automatic,Petrol,600.0,8.0,Used,1,1,1,1,4
3500000,Suzuki,Estilo,2011.0,110000.0,Manual,Petrol,1000.0,15.0,Used,1,1,1,1,4
4275000,Suzuki,Swift,2005.0,237000.0,Automatic,Petrol,1300.0,21.0,Used,1,1,1,1,4
2175000,Suzuki,Wagon R Turbo,2016.0,111111.0,Automatic,Hybrid,660.0,10.0,Used,1,1,1,1,4
4050000,Suzuki,Alto,2015.0,45757.0,Manual,Petrol,800.0,11.0,Used,1,0,0,0,1
2150000,Suzuki,Maruti 800,2006.0,85521.0,Manual,Petrol,800.0,20.0,Used,1,0,0,0,1
1775000,Suzuki,Spacia,2018.0,55000.0,Automatic,Hybrid,800.0,8.0,Used,1,1,1,1,4
1875000,Suzuki,Alto Japan,2025.0,21000.0,Automatic,Petrol,800.0,1.0,Used,1,1,1,1,4
7950000,Suzuki,Wagon R FX,2024.0,7500.0,Automatic,Petrol,660.0,2.0,Used,1,1,1,1,4
4950000,Suzuki,Celerio,2015.0,1234.0,Automatic,Petrol,1000.0,11.0,Used,1,1,0,1,3
7500000,Suzuki,Wagon R FX,2024.0,6000.0,Automatic,Petrol,660.0,2.0,Used,1,1,1,1,4
7900000,Suzuki,Wagon R FX,2024.0,9000.0,Automatic,Petrol,660.0,2.0,Used,1,1,1,1,4
7975000,Suzuki,Wagon R FX,2024.0,7000.0,Automatic,Petrol,660.0,2.0,Used,1,1,1,1,4
4875000,Suzuki,Celerio Zxi,2015.0,139000.0,Manual,Petrol,1000.0,11.0,Used,0,0,0,0,0
4700000,Suzuki,Celerio,2015.0,235000.0,Automatic,Petrol,1000.0,11.0,Used,0,0,0,0,0
2350000,Suzuki,Maruti,2010.0,130000.0,Manual,Petrol,800.0,16.0,Used,1,0,0,0,1
6100000,Suzuki,Wagon R FZ,2016.0,95000.0,Automatic,Hybrid,600.0,10.0,Used,1,1,1,1,4
4225000,Suzuki,A-Star,2012.0,69858.0,Manual,Petrol,1000.0,14.0,Used,1,1,1,1,4
7200000,Suzuki,Wagon R Stingray,2018.0,78000.0,Automatic,Hybrid,660.0,8.0,Used,1,1,1,1,4
4600000,Suzuki,Alto Japan HA 25s,2009.0,66000.0,Automatic,Petrol,650.0,17.0,Used,1,0,1,1,3
3890000,Suzuki,Alto,2015.0,125000.0,Manual,Petrol,800.0,11.0,Used,1,1,0,1,3
7850000,Suzuki,Wagon R Custom Zx,2023.0,4500.0,Automatic,Hybrid,660.0,3.0,Unregistered,1,1,1,1,4
5375000,Suzuki,Celerio ZXI,2017.0,129000.0,Automatic,Petrol,1000.0,9.0,Used,1,1,1,1,4
5800000,Suzuki,Swift Bettle,2008.0,97000.0,Automatic,Petrol,1500.0,18.0,Used,1,1,1,1,4
5950000,Suzuki,Swift Japan,2012.0,167500.0,Automatic,Petrol,1290.0,14.0,Used,1,1,1,1,4
6300000,Suzuki,Wagon R FZ,2018.0,140000.0,Automatic,Hybrid,660.0,8.0,Used,1,1,1,1,4
1995000,Suzuki,Maruti EFI Sports,2005.0,107878.0,Manual,Petrol,800.0,21.0,Used,1,0,0,0,1
2790000,Suzuki,Alto,2005.0,113000.0,Manual,Petrol,800.0,21.0,Used,1,1,0,0,2
4225000,Suzuki,Swift,2003.0,146000.0,Automatic,Petrol,1300.0,23.0,Used,1,1,0,1,3
6300000,Suzuki,Wagon R FX,2017.0,60000.0,Automatic,Petrol,660.0,9.0,Used,1,1,1,1,4
4750000,Suzuki,Wagon R,2012.0,83500.0,Manual,Petrol,1000.0,14.0,Used,1,1,1,1,4
5950000,Suzuki,Wagon R,2017.0,105052.0,Automatic,Hybrid,660.0,9.0,Used,1,1,1,1,4
5700000,Suzuki,Alto Japan,2016.0,49962.0,Automatic,Petrol,650.0,10.0,Used,1,1,1,1,4
4575000,Suzuki,Swift,2005.0,160000.0,Automatic,Petrol,1300.0,21.0,Used,1,1,0,1,3
6290000,Suzuki,Wagon R,2017.0,82008.0,Automatic,Hybrid,650.0,9.0,Used,1,0,1,1,3
4100000,Suzuki,Swift,2005.0,195000.0,Manual,Petrol,1300.0,21.0,Used,1,1,1,1,4
2900000,Suzuki,Alto K10 Vxi,2005.0,100000.0,Manual,Petrol,1000.0,21.0,Used,1,1,0,1,3
4800000,Suzuki,Celerio,2014.0,120000.0,Automatic,Petrol,1000.0,12.0,Used,1,1,0,0,2
6750000,Suzuki,Wagon R Fz,2018.0,61700.0,Automatic,Hybrid,650.0,8.0,Used,1,0,1,1,3
1875000,Suzuki,Maruti 800,2005.0,100650.0,Manual,Petrol,800.0,21.0,Used,1,0,0,0,1
3950000,Suzuki,Swift,2003.0,17.0,Manual,Petrol,1300.0,23.0,Used,1,1,0,1,3
2900000,Suzuki,Alto,2009.0,85165.0,Manual,Petrol,800.0,17.0,Used,1,0,0,0,1
6500000,Suzuki,Wagon R,2018.0,177000.0,Automatic,Hybrid,660.0,8.0,Used,1,1,1,1,4
3895000,Suzuki,Alto,2017.0,90000.0,Manual,Petrol,800.0,9.0,Used,1,1,1,1,4
8575000,Suzuki,Spacia Custom,2023.0,6400.0,Automatic,Hybrid,660.0,3.0,Unregistered,1,1,1,1,4
5750000,Suzuki,Spacia,2016.0,114000.0,Automatic,Petrol,660.0,10.0,Used,1,1,1,1,4
6390000,Suzuki,Alto Japan Safety,2023.0,4000.0,Automatic,Petrol,660.0,3.0,Unregistered,0,0,0,0,0
5400000,Suzuki,Swift,2007.0,117000.0,Automatic,Petrol,1500.0,19.0,Used,1,1,1,1,4
7150000,Suzuki,Wagon R FX Safety,2023.0,5500.0,Automatic,Petrol,660.0,3.0,Unregistered,1,1,1,1,4
4600000,Suzuki,Swift center antenna,2004.0,180000.0,Automatic,Petrol,1300.0,22.0,Used,1,1,1,1,4
9200000,Suzuki,Wagon R Custom Z,2024.0,3000.0,Automatic,Hybrid,650.0,2.0,Used,1,1,1,1,4
4950000,Suzuki,Celerio,2017.0,40000.0,Automatic,Petrol,1000.0,9.0,Used,1,1,1,1,4
1975000,Suzuki,Maruti,2006.0,85000.0,Manual,Petrol,800.0,20.0,Used,1,1,0,0,2
8725000,Suzuki,Wagon R Stingray,2024.0,4650.0,Automatic,Hybrid,660.0,2.0,Unregistered,0,0,0,0,0
7900000,Suzuki,Wagon R,2024.0,9000.0,Automatic,Petrol,660.0,2.0,Used,1,1,1,1,4
7250000,Suzuki,Wagon R Stingray Turbo,2018.0,160000.0,Automatic,Hybrid,650.0,8.0,Used,0,0,0,0,0
2175000,Suzuki,Wagon R,2018.0,86000.0,Automatic,Petrol,650.0,8.0,Used,1,1,1,1,4
2950000,Suzuki,Alto,2009.0,170000.0,Manual,Petrol,800.0,17.0,Used,1,1,0,0,2
2325000,Suzuki,Maruti 800,2010.0,65000.0,Manual,Petrol,800.0,16.0,Used,1,0,0,0,1
5325000,Suzuki,Celerio,2016.0,108000.0,Automatic,Petrol,1000.0,10.0,Used,1,0,1,1,3
7975000,Suzuki,Hustler Hybrid X,2023.0,12000.0,Automatic,Hybrid,660.0,3.0,Unregistered,1,1,1,1,4
7850000,Suzuki,Swift RS Turbo,2017.0,120000.0,Automatic,Petrol,1000.0,9.0,Used,1,1,1,1,4
5800000,Suzuki,Wagon R Stingray,2014.0,58555.0,Automatic,Petrol,650.0,12.0,Used,1,1,1,1,4
6550000,Suzuki,Wagon R,2018.0,110000.0,Automatic,Hybrid,650.0,8.0,Used,1,1,1,1,4
7600000,Suzuki,Wagon R,2018.0,90000.0,Automatic,Hybrid,660.0,8.0,Used,1,1,1,1,4
5550000,Suzuki,Wagon R Fz,2015.0,133000.0,Automatic,Petrol,660.0,11.0,Used,1,1,1,1,4
3750000,Suzuki,Alto 800,2015.0,95000.0,Manual,Petrol,800.0,11.0,Used,1,1,0,1,3
8900000,Suzuki,Wagon R Custom Z,2025.0,340.0,Automatic,Hybrid,660.0,1.0,Used,1,1,1,1,4
5100000,Suzuki,Celerio,2016.0,85000.0,Automatic,Petrol,1000.0,10.0,Used,1,1,0,1,3
3250000,Suzuki,Alto K10,2012.0,125000.0,Manual,Petrol,1000.0,14.0,Used,1,1,1,1,4
3235000,Suzuki,Alto Sport,2011.0,145000.0,Manual,Petrol,800.0,15.0,Used,1,1,0,0,2
5425000,Suzuki,Celerio,2015.0,119000.0,Automatic,Petrol,1000.0,11.0,Used,1,1,0,1,3
6575000,Suzuki,Wagon R FZ Safety,2017.0,84000.0,Automatic,Other,650.0,9.0,Used,0,0,0,0,0
3775000,Suzuki,Alto,2015.0,75000.0,Manual,Petrol,800.0,11.0,Used,1,1,0,1,3
3750000,Suzuki,Aerio,2003.0,182105.0,Automatic,Petrol,1500.0,23.0,Used,1,1,1,1,4
8300000,Suzuki,Wagon R FXS,2024.0,3182.0,Automatic,Hybrid,660.0,2.0,Unregistered,1,1,1,1,4
8800000,Suzuki,Wagon R Custom Z,2025.0,5.0,Automatic,Hybrid,660.0,1.0,Used,1,1,1,1,4
2300000,Suzuki,Maruti,2010.0,134000.0,Manual,Petrol,800.0,16.0,Used,1,0,0,0,1
3800000,Suzuki,Alto,2015.0,108000.0,Manual,Petrol,800.0,11.0,Used,1,1,0,1,3
4700000,Suzuki,Celerio,2015.0,138000.0,Automatic,Petrol,1000.0,11.0,Used,1,1,0,1,3
7300000,Suzuki,Wagon R FX Safety,2024.0,10000.0,Automatic,Petrol,650.0,2.0,Used,1,1,1,1,4
7800000,Suzuki,Wagon R FX Safety Hybrid,2024.0,2200.0,Automatic,Hybrid,660.0,2.0,Unregistered,1,1,1,1,4
2930000,Suzuki,Alto,2010.0,133000.0,Manual,Petrol,800.0,16.0,Used,1,1,0,0,2
3070000,Suzuki,Alto,2012.0,71000.0,Manual,Petrol,800.0,14.0,Used,1,1,0,1,3
6550000,Suzuki,Wagon R FZ,2017.0,105000.0,Automatic,Petrol,660.0,9.0,Used,1,1,1,1,4
5650000,Suzuki,WAGON R,2015.0,69000.0,Automatic,Petrol,660.0,11.0,Used,1,1,1,1,4
6590000,Suzuki,Swift Japan,2013.0,169000.0,Automatic,Petrol,1400.0,13.0,Used,1,1,1,1,4
3550000,Suzuki,Alto Japan,2004.0,210000.0,Automatic,Petrol,650.0,22.0,Used,1,1,0,0,2
6200000,Suzuki,Wagon R,2017.0,103222.0,Automatic,Petrol,650.0,9.0,Used,1,1,1,1,4
3670000,Suzuki,Alto,2015.0,88000.0,Manual,Petrol,800.0,11.0,Used,1,1,0,1,3
7075000,Suzuki,Wagon R Stingray,2018.0,49500.0,Automatic,Hybrid,660.0,8.0,Used,1,1,1,1,4
2585000,Suzuki,Maruti,2011.0,71000.0,Manual,Petrol,800.0,15.0,Used,1,0,0,0,1
6575000,Suzuki,Alto L Grade,2023.0,17000.0,Automatic,Petrol,660.0,3.0,Unregistered,1,1,1,1,4
9200000,Suzuki,Spacia Custom XS Turbo,2024.0,13500.0,Automatic,Petrol,660.0,2.0,Unregistered,1,1,1,1,4
3800000,Suzuki,Alto Sport,2017.0,73000.0,Manual,Petrol,800.0,9.0,Used,1,1,1,1,4
4650000,Suzuki,Celerio,2016.0,240000.0,Automatic,Petrol,990.0,10.0,Used,1,1,1,1,4
7450000,Suzuki,Wagon R FX,2024.0,7000.0,Automatic,Petrol,660.0,2.0,Unregistered,1,1,1,1,4
6000000,Suzuki,Wagon R FX,2016.0,115000.0,Automatic,Hybrid,660.0,10.0,Used,1,1,1,1,4
2150000,Suzuki,Maruti 800 EFI,2006.0,10.0,Manual,Petrol,800.0,20.0,Used,1,0,0,0,1
4190000,Suzuki,Alto,2015.0,76600.0,Manual,Petrol,800.0,11.0,Used,1,1,0,0,2
5850000,Suzuki,Wagon R Stingray J Style,2016.0,74000.0,Automatic,Hybrid,660.0,10.0,Used,1,1,1,1,4
5690000,Suzuki,Wagon R,2015.0,89837.0,Automatic,Hybrid,650.0,11.0,Used,1,1,1,1,4
3100000,Suzuki,Alto Lxi,2012.0,95854.0,Manual,Petrol,800.0,14.0,Used,0,0,0,0,0
7000000,Suzuki,Spacia Custom Z,2017.0,104000.0,Automatic,Hybrid,660.0,9.0,Used,0,0,0,0,0
3100000,Suzuki,Alto,2012.0,130000.0,Manual,Petrol,800.0,14.0,Used,1,1,0,1,3
5450000,Suzuki,Wagon R Fx,2017.0,91000.0,Automatic,Hybrid,650.0,9.0,Used,1,1,1,1,4
6550000,Suzuki,Wagon R Stingray,2017.0,58300.0,Automatic,Hybrid,660.0,9.0,Used,1,1,1,1,4
8900000,Suzuki,Spacia Custom Hybrid XS,2023.0,16000.0,Automatic,Hybrid,660.0,3.0,Used,1,1,1,1,4
6300000,Suzuki,Wagon R Fx,2018.0,110000.0,Automatic,Petrol,650.0,8.0,Used,1,1,1,1,4
5300000,Suzuki,Alto Japan,2016.0,85642.0,Automatic,Petrol,650.0,10.0,Used,1,1,1,1,4
1565000,Suzuki,Maruti,1999.0,90000.0,Manual,Petrol,800.0,27.0,Used,1,0,0,0,1
5780000,Suzuki,Wagon R Stingray,2015.0,137000.0,Automatic,Petrol,650.0,11.0,Used,1,1,1,1,4
7500000,Suzuki,Baleno,2016.0,123000.0,Automatic,Petrol,1000.0,10.0,Used,1,1,1,1,4
6500000,Suzuki,Wagon R,2017.0,90000.0,Automatic,Petrol,660.0,9.0,Used,1,1,1,1,4
7090000,Suzuki,Wagon R Stingray,2018.0,50000.0,Automatic,Hybrid,660.0,8.0,Used,1,1,1,1,4
2475000,Suzuki,Alto Japan,1999.0,286000.0,Manual,Petrol,1000.0,27.0,Used,1,0,0,0,1
9190000,Suzuki,Wagon R Custom Z,2025.0,7.0,Automatic,Hybrid,650.0,1.0,Used,1,1,1,1,4
7000000,Suzuki,Wagon R Stingray,2018.0,75000.0,Automatic,Petrol,680.0,8.0,Used,1,1,1,1,4
2775000,Suzuki,Alto,2007.0,200000.0,Manual,Petrol,800.0,19.0,Used,1,1,0,0,2
2100000,Suzuki,Maruti,2006.0,11454.0,Manual,Petrol,800.0,20.0,Used,1,0,0,0,1
5750000,Suzuki,Wagon R Fx,2017.0,105000.0,Automatic,Hybrid,660.0,9.0,Used,1,1,1,1,4
3750000,Suzuki,Alto,2015.0,85000.0,Manual,Petrol,800.0,11.0,Used,1,1,0,1,3
3800000,Suzuki,Wagon R Fz,2017.0,87000.0,Automatic,Petrol,680.0,9.0,Used,1,1,1,1,4
5275000,Suzuki,Celerio VXI,2015.0,129000.0,Automatic,Petrol,1000.0,11.0,Used,1,1,0,1,3
5550000,Suzuki,Wagon R Fx,2016.0,91234.0,Automatic,Hybrid,650.0,10.0,Used,1,1,1,1,4
4150000,Suzuki,Swift KEI,2004.0,143000.0,Automatic,Petrol,660.0,22.0,Used,1,1,0,1,3
4975000,Suzuki,Celerio Vxi,2015.0,137000.0,Automatic,Petrol,1000.0,11.0,Used,1,1,0,1,3
3290000,Suzuki,Alto,2010.0,96585.0,Manual,Petrol,800.0,16.0,Used,1,1,0,0,2
7300000,Suzuki,Wagon R FX Safety,2024.0,6300.0,Automatic,Petrol,660.0,2.0,Unregistered,1,1,1,1,4
7295000,Suzuki,Wagon R FX,2024.0,5700.0,Automatic,Petrol,660.0,2.0,Unregistered,1,1,1,1,4
2250000,Suzuki,Maruti 800,2006.0,90580.0,Manual,Petrol,800.0,20.0,Used,1,0,0,0,1
4100000,Suzuki,A-Star,2010.0,200000.0,Manual,Petrol,1000.0,16.0,Used,1,1,1,1,4
5190000,Suzuki,Wagon R,2016.0,143000.0,Automatic,Hybrid,650.0,10.0,Used,1,1,1,1,4
5990000,Suzuki,Spacia G Grade,2015.0,175000.0,Automatic,Hybrid,650.0,11.0,Used,1,1,1,1,4
8900000,Suzuki,Wagon R Stingray,2024.0,1800.0,Automatic,Hybrid,650.0,2.0,Used,1,1,1,1,4
8850000,Suzuki,Wagon R ZX,2024.0,1500.0,Automatic,Hybrid,660.0,2.0,Used,1,1,1,1,4
2900000,Suzuki,Alto,2002.0,200000.0,Manual,Petrol,660.0,24.0,Used,1,1,0,0,2
4500000,Suzuki,Swift,2003.0,200000.0,Automatic,Petrol,1320.0,23.0,Used,1,1,1,1,4
4800000,Suzuki,Celerio VXI,2015.0,149000.0,Automatic,Petrol,1000.0,11.0,Used,1,1,1,1,4
4800000,Suzuki,ZEN,2011.0,17000.0,Manual,Petrol,998.0,15.0,Used,1,1,0,1,3
7800000,Suzuki,Wagon R,2024.0,3703.0,Automatic,Petrol,660.0,2.0,Unregistered,1,1,0,1,3
4190000,Suzuki,Alto 800,2018.0,91700.0,Manual,Petrol,800.0,8.0,Used,1,1,1,1,4
5200000,Suzuki,Celerio,2017.0,93000.0,Automatic,Petrol,1300.0,9.0,Used,1,1,1,1,4
5750000,Suzuki,SWIFT,2008.0,158000.0,Automatic,Petrol,1490.0,18.0,Used,1,1,1,1,4
4500000,Suzuki,Swift,2004.0,12345.0,Automatic,Petrol,1000.0,22.0,Used,1,1,1,1,4
9650000,Suzuki,SPACIA CUSTOM XS TURBO,2024.0,400.0,Automatic,Hybrid,650.0,2.0,Unregistered,1,1,1,1,4
4490000,Suzuki,A-Star,2011.0,142000.0,Automatic,Petrol,1000.0,15.0,Used,1,1,0,0,2
2475000,Suzuki,Maruti,2010.0,84500.0,Manual,Petrol,800.0,16.0,Used,0,0,0,0,0
6895000,Suzuki,Wagon R Stingray,2018.0,56000.0,Automatic,Hybrid,660.0,8.0,Used,1,1,1,1,4
6750000,Suzuki,Wagon R FZ Safety,2018.0,69320.0,Automatic,Hybrid,600.0,8.0,Used,1,1,1,1,4
3985000,Suzuki,Alto Japan,2008.0,2.0,Automatic,Petrol,650.0,18.0,Used,1,1,0,1,3
5490000,Suzuki,Wagon R,2016.0,93000.0,Automatic,Hybrid,650.0,10.0,Used,1,1,1,1,4
3690000,Suzuki,Alto,2015.0,76800.0,Manual,Petrol,800.0,11.0,Used,1,1,0,1,3
8650000,Suzuki,Wagon R ZX UPGRADE,2023.0,4000.0,Automatic,Hybrid,660.0,3.0,Unregistered,1,1,1,1,4
6800000,Suzuki,Wagon R Stingray,2018.0,145000.0,Automatic,Petrol,650.0,8.0,Used,1,1,1,1,4
5200000,Suzuki,Alto Japan,2017.0,70000.0,Automatic,Petrol,650.0,9.0,Used,1,1,1,1,4
2375000,Suzuki,Maruti ZEN,2005.0,142000.0,Manual,Petrol,1000.0,21.0,Used,1,1,0,1,3
3350000,Suzuki,Alto K10,2012.0,182000.0,Manual,Petrol,1000.0,14.0,Used,1,1,0,1,3
6600000,Suzuki,Wagon R FZ,2017.0,100000.0,Automatic,Petrol,650.0,9.0,Used,1,1,1,1,4
8460000,Suzuki,Wagon R Custom Z,2023.0,27000.0,Automatic,Hybrid,660.0,3.0,Unregistered,1,1,1,1,4
7160000,Suzuki,Wagon R FX Safety,2024.0,6000.0,Automatic,Petrol,660.0,2.0,Unregistered,1,1,1,1,4
2050000,Suzuki,Omni,2010.0,100000.0,Manual,Petrol,800.0,16.0,Used,0,0,0,0,0
2375000,Suzuki,Maruti,2010.0,85000.0,Manual,Petrol,800.0,16.0,Used,1,0,0,0,1
6775000,Suzuki,Wagon R FZ Premium,2018.0,63000.0,Automatic,Petrol,650.0,8.0,Used,0,0,0,0,0
7390000,Suzuki,Wagon R FX,2024.0,6400.0,Automatic,Petrol,650.0,2.0,Unregistered,1,1,1,1,4
3325000,Suzuki,Alto 800,2013.0,176000.0,Manual,Petrol,800.0,13.0,Used,1,1,0,0,2
6510000,Suzuki,Spacia Custom,2017.0,92320.0,Automatic,Petrol,660.0,9.0,Used,1,1,1,1,4
5425000,Suzuki,Celerio,2015.0,107000.0,Automatic,Petrol,1000.0,11.0,Used,1,1,0,1,3
6000000,Suzuki,Wagon R FZ Safety,2014.0,50000.0,Automatic,Hybrid,650.0,12.0,Used,1,1,1,1,4
