Price,Make,Model,YOM,Mileage (km),Gear,Fuel Type,Engine (cc),Vehicle Age,Condition,Has_AC,Has_PowerSteering,Has_PowerMirror,Has_PowerWindow,Option_Count
5400000,Honda,Civic Ferio,1997.0,250000.0,Automatic,Petrol,1490.0,29.0,Used,1,1,0,1,3
8000000,Honda,Fit Shuttle,2012.0,208000.0,Automatic,Hybrid,1330.0,14.0,Used,1,1,0,0,2
8250000,Honda,Fit GP5 L,2013.0,120000.0,Automatic,Hybrid,1500.0,13.0,Used,1,1,1,1,4
9800000,Honda,Grace,2014.0,159000.0,Automatic,Petrol,1500.0,12.0,Used,1,1,1,1,4
6025000,Honda,Fit GP1,2011.0,150000.0,Automatic,Hybrid,1500.0,15.0,Used,1,1,1,1,4
10500000,Honda,GRACE,2016.0,130165.0,Automatic,Other,1490.0,10.0,Used,1,1,1,1,4
13000000,Honda,Fit Shuttle Z Grade,2018.0,90000.0,Automatic,Petrol,1500.0,8.0,Used,1,1,1,1,4
8875000,Honda,Fit Gp5 L LED,2015.0,122672.0,Automatic,Hybrid,1500.0,11.0,Used,0,0,0,0,0
6800000,Honda,FIT GP1,2013.0,117000.0,Automatic,Hybrid,1300.0,13.0,Used,1,1,1,1,4
13100000,Honda,Civic Sedan,2019.0,110000.0,Automatic,Petrol,1000.0,7.0,Used,1,1,1,1,4
5250000,Honda,Fit Aria GD 8,2007.0,195000.0,Automatic,Petrol,1490.0,19.0,Used,1,1,1,1,4
7500000,Honda,Civic FD3 Hybrid,2008.0,160000.0,Automatic,Hybrid,1800.0,18.0,Used,1,1,1,1,4
5050000,Honda,Es,2001.0,137000.0,Automatic,Petrol,1498.0,25.0,Used,1,1,1,1,4
8050000,Honda,Insight ZE3,2011.0,230000.0,Automatic,Hybrid,1500.0,15.0,Used,1,1,1,1,4
7550000,Honda,FIT GP5,2014.0,152000.0,Automatic,Petrol,1500.0,12.0,Used,1,1,1,0,3
5625000,Honda,Airwave,2007.0,160000.0,Automatic,Petrol,1500.0,19.0,Used,1,1,1,1,4
8500000,Honda,FIT GP5,2015.0,105000.0,Automatic,Petrol,1500.0,11.0,Used,1,1,1,1,4
8125000,Honda,FIT GP5 S Grade,2013.0,155500.0,Automatic,Hybrid,1500.0,13.0,Used,0,0,0,0,0
1250000,Honda,Civic,2018.0,93000.0,Automatic,Petrol,1000.0,8.0,Used,1,1,1,1,4
7950000,Honda,Fit GP5 S Grade,2015.0,1234.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
5850000,Honda,Civic ES8 VTI,2002.0,195137.0,Automatic,Petrol,1500.0,24.0,Used,1,1,1,0,3
8875000,Honda,Fit Gp5 L Grade,2015.0,122671.0,Automatic,Hybrid,1500.0,11.0,Used,0,0,0,0,0
7750000,Honda,Fit GP5 S Grade,2014.0,132000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
9000000,Honda,Fit GP5,2015.0,160000.0,Automatic,Petrol,1500.0,11.0,Used,1,1,1,1,4
5250000,Honda,Civic ES8,2002.0,214000.0,Automatic,Petrol,1500.0,24.0,Used,1,1,1,1,4
2500000,Honda,Accord Cb1,1992.0,230000.0,Manual,Petrol,1840.0,34.0,Used,1,1,1,1,4
6290000,Honda,N Wagon,2017.0,53000.0,Automatic,Other,650.0,9.0,Used,1,1,1,1,4
2050000,Honda,Airwave,2007.0,60000.0,Automatic,Petrol,1500.0,19.0,Used,1,1,1,1,4
9300000,Honda,Grace,2015.0,121000.0,Automatic,Hybrid,1490.0,11.0,Used,1,1,1,1,4
6800000,Honda,Civic Fd3,2007.0,200000.0,Automatic,Hybrid,1300.0,19.0,Used,0,0,0,0,0
10700000,Honda,Grace Ex,2017.0,88000.0,Automatic,Hybrid,1500.0,9.0,Used,1,1,1,1,4
6350000,Honda,FIT GP1,2012.0,187400.0,Automatic,Petrol,1399.0,14.0,Used,1,0,1,0,2
6350000,Honda,FIT GP1,2011.0,165000.0,Automatic,Hybrid,1000.0,15.0,Used,1,1,1,1,4
7750000,Honda,FIT GP5,2013.0,150000.0,Automatic,Hybrid,1500.0,13.0,Used,1,1,1,1,4
2075000,Honda,Grand Civic,1991.0,240000.0,Manual,Petrol,1500.0,35.0,Used,1,1,1,1,4
7500000,Honda,Civic,2009.0,190000.0,Automatic,Petrol,1330.0,17.0,Used,1,1,1,1,4
7050000,Honda,INSIGHT,2009.0,189000.0,Automatic,Hybrid,1330.0,17.0,Used,1,1,1,1,4
6975000,Honda,FIT GP1,2013.0,174000.0,Automatic,Petrol,1300.0,13.0,Used,1,1,1,1,4
10100000,Honda,Grace,2016.0,99000.0,Automatic,Hybrid,1500.0,10.0,Used,0,0,0,0,0
8900000,Honda,Fit Shuttle GP2,2012.0,363000.0,Automatic,Petrol,1300.0,14.0,Used,1,1,1,1,4
11000000,Honda,Grace Ex,2016.0,105000.0,Automatic,Hybrid,1490.0,10.0,Used,0,0,0,0,0
14500000,Honda,City RS Turbo,2025.0,11.0,Automatic,Petrol,1000.0,1.0,Used,1,1,1,1,4
5925000,Honda,Civic ES8,2004.0,168000.0,Manual,Petrol,1500.0,22.0,Used,1,1,1,1,4
10400000,Honda,Grace Ex,2016.0,175000.0,Automatic,Hybrid,1500.0,10.0,Used,1,1,1,1,4
12500000,Honda,Grace,2016.0,61000.0,Automatic,Petrol,1500.0,10.0,Used,1,1,1,1,4
8200000,Honda,Fit GP5 L Grade,2014.0,83000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
8500000,Honda,Fit Gp5,2014.0,124000.0,Automatic,Petrol,1500.0,12.0,Used,1,1,1,1,4
9850000,Honda,GRACE EX,2015.0,87450.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
6450000,Honda,Fit GP1,2010.0,162119.0,Automatic,Petrol,1330.0,16.0,Used,1,1,1,1,4
6800000,Honda,Insight,2009.0,180000.0,Automatic,Hybrid,1300.0,17.0,Used,1,1,1,1,4
4750000,Honda,City,2003.0,190000.0,Automatic,Petrol,1500.0,23.0,Used,1,1,1,1,4
11600000,Honda,Grace,2017.0,73349.0,Automatic,Petrol,1500.0,9.0,Used,1,1,1,1,4
7450000,Honda,CRZ,2014.0,108000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
7500000,Honda,FIT GP4,2013.0,130000.0,Automatic,Petrol,1490.0,13.0,Used,1,1,1,1,4
2800000,Honda,City,1999.0,200000.0,Manual,Petrol,1500.0,27.0,Used,1,1,1,1,4
14700000,Honda,Civic Ex Tech Pack UK,2019.0,70000.0,Automatic,Petrol,1000.0,7.0,Used,0,0,0,0,0
10500000,Honda,Grace,2015.0,88600.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
6890000,Honda,FIT,2012.0,105000.0,Automatic,Hybrid,1330.0,14.0,Used,1,1,1,1,4
8000000,Honda,Fit,2015.0,67000.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
7250000,Honda,FIT GP1,2012.0,207000.0,Automatic,Hybrid,1200.0,14.0,Used,1,1,1,1,4
11000000,Honda,Grace Ex,2016.0,105000.0,Automatic,Hybrid,1490.0,10.0,Used,0,0,0,0,0
6040000,Honda,FIT GE6,2007.0,168700.0,Automatic,Petrol,1300.0,19.0,Used,1,1,1,1,4
7300000,Honda,Fit GP5,2014.0,220375.0,Automatic,Other,1490.0,12.0,Used,1,1,1,1,4
7100000,Honda,FIT GP5,2013.0,311090.0,Automatic,Other,1490.0,13.0,Used,1,1,1,1,4
7500000,Honda,Fit GP5,2014.0,134556.0,Automatic,Other,1490.0,12.0,Used,1,1,1,1,4
8900000,Honda,Fit Shuttle,2012.0,199100.0,Automatic,Hybrid,1300.0,14.0,Used,1,1,1,1,4
8700000,Honda,Grace Ex,2015.0,147000.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
8225000,Honda,N Box Custom,2025.0,2050.0,Automatic,Petrol,660.0,1.0,Unregistered,1,1,1,1,4
7000000,Honda,Fit GP5,2013.0,273400.0,Automatic,Hybrid,1500.0,13.0,Used,1,1,1,1,4
6750000,Honda,Fit Gp1,2011.0,149969.0,Automatic,Hybrid,1330.0,15.0,Used,1,1,1,1,4
8000000,Honda,Fit Gp5,2013.0,137000.0,Automatic,Hybrid,1500.0,13.0,Used,1,1,1,1,4
6200000,Honda,Fit GP1,2012.0,121000.0,Automatic,Hybrid,1300.0,14.0,Used,1,1,1,1,4
5875000,Honda,CIVIC ES8 VTEC,2001.0,189000.0,Automatic,Petrol,1500.0,25.0,Used,1,1,1,1,4
14100000,Honda,Civic FK7,2017.0,81000.0,Automatic,Petrol,1500.0,9.0,Used,1,1,1,1,4
7880000,Honda,Fit GP5 L Grade,2015.0,137.0,Automatic,Petrol,1500.0,11.0,Used,1,1,1,1,4
7700000,Honda,Fit GP5,2014.0,140000.0,Automatic,Petrol,1500.0,12.0,Used,1,1,1,1,4
12200000,Honda,Grace,2017.0,122000.0,Automatic,Hybrid,1500.0,9.0,Used,1,1,1,1,4
6500000,Honda,Civic Es8,2005.0,170000.0,Automatic,Petrol,1500.0,21.0,Used,1,1,1,1,4
9450000,Honda,Insight,2012.0,230000.0,Automatic,Hybrid,1330.0,14.0,Used,1,1,1,1,4
9700000,Honda,Grace EX,2014.0,91600.0,Automatic,Hybrid,1490.0,12.0,Used,1,1,1,1,4
8150000,Honda,Fit GP5 L Grade,2013.0,12500.0,Automatic,Petrol,1490.0,13.0,Used,1,1,1,1,4
7600000,Honda,Civic FD4,2007.0,175000.0,Automatic,Petrol,1600.0,19.0,Used,1,1,1,1,4
9975000,Honda,GRACE,2018.0,102000.0,Automatic,Hybrid,1500.0,8.0,Used,1,1,1,1,4
9000000,Honda,Fit GP5,2015.0,147000.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
7200000,Honda,FD4,2009.0,180000.0,Automatic,Petrol,1600.0,17.0,Used,1,1,1,1,4
7000000,Honda,Fit GP1,2012.0,155000.0,Automatic,Hybrid,1330.0,14.0,Used,1,1,1,1,4
10490000,Honda,GRACE Ex,2015.0,120000.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
9475000,Honda,Grace,2015.0,145000.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
9150000,Honda,Grace Ex,2015.0,160000.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
8675000,Honda,Grace EX,2014.0,210000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
7800000,Honda,FIT GP5,2014.0,153000.0,Automatic,Hybrid,1490.0,12.0,Used,1,1,1,1,4
6900000,Honda,Fit,2012.0,92000.0,Automatic,Hybrid,1330.0,14.0,Used,1,1,1,1,4
9800000,Honda,Grace,2014.0,164000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
9300000,Honda,Grace,2014.0,164000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
8475000,Honda,FIT Gp5 S Grade,2014.0,128420.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
7600000,Honda,FIT GP5,2014.0,102500.0,Automatic,Hybrid,1490.0,12.0,Used,1,1,1,1,4
9500000,Honda,Grace,2014.0,164000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
6800000,Honda,Fit Gp1,2011.0,98000.0,Automatic,Hybrid,1340.0,15.0,Used,1,1,1,1,4
12000000,Honda,N-Box,2025.0,300.0,Automatic,Petrol,650.0,1.0,Used,1,1,1,1,4
9850000,Honda,Fit Shuttle,2014.0,200000.0,Automatic,Hybrid,1330.0,12.0,Used,1,1,1,1,4
8215000,Honda,Civic FB1,2012.0,130000.0,Automatic,Petrol,1600.0,14.0,Used,1,1,1,1,4
12000000,Honda,Civic,2018.0,85000.0,Automatic,Petrol,1000.0,8.0,Used,1,0,1,1,3
7200000,Honda,FIT GP5,2014.0,182900.0,Automatic,Petrol,1500.0,12.0,Used,1,1,1,1,4
6150000,Honda,Civic ES8,2002.0,197500.0,Automatic,Petrol,1500.0,24.0,Used,1,1,1,1,4
3700000,Honda,Civic EK3,1996.0,250000.0,Manual,Petrol,1500.0,30.0,Used,1,1,1,1,4
8500000,Honda,Fit GP5,2014.0,133000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
9200000,Honda,Fit Shuttle GP2,2012.0,215000.0,Automatic,Petrol,1300.0,14.0,Used,1,1,1,1,4
6450000,Honda,Fit GP1,2011.0,119000.0,Automatic,Petrol,1300.0,15.0,Used,1,1,1,1,4
7600000,Honda,Fit Gp5 L,2015.0,216.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
9475000,Honda,Freed,2013.0,118000.0,Automatic,Petrol,1490.0,13.0,Used,1,1,1,1,4
8250000,Honda,Fit GP5 S,2014.0,122500.0,Automatic,Hybrid,1490.0,12.0,Used,1,1,1,1,4
9500000,Honda,Fit Shuttle,2012.0,175200.0,Automatic,Petrol,1300.0,14.0,Used,1,1,1,1,4
6400000,Honda,Fit,2012.0,150000.0,Automatic,Petrol,1490.0,14.0,Used,1,1,1,1,4
9250000,Honda,FIT GP5 S GRADE SAFETY MODEL,2015.0,124500.0,Automatic,Hybrid,1450.0,11.0,Used,1,1,1,1,4
4150000,Honda,Civic EK3,1996.0,330000.0,Manual,Petrol,1500.0,30.0,Used,1,1,1,1,4
6875000,Honda,Fit GP1,2013.0,176000.0,Automatic,Petrol,1330.0,13.0,Used,1,1,1,1,4
8200000,Honda,Civic FD3 Hybrid,2011.0,128000.0,Automatic,Hybrid,1300.0,15.0,Used,1,1,1,1,4
9000000,Honda,Fit Shuttle,2012.0,160192.0,Automatic,Petrol,1400.0,14.0,Used,1,1,1,1,4
12900000,Honda,CIVIC,2018.0,121000.0,Automatic,Petrol,1000.0,8.0,Used,0,0,0,0,0
9575000,Honda,N Box,2023.0,9000.0,Automatic,Petrol,660.0,3.0,Used,1,1,1,1,4
9500000,Honda,Grace,2015.0,129000.0,Automatic,Hybrid,1450.0,11.0,Used,1,1,1,1,4
14000000,Honda,Civic EX,2017.0,39900.0,Automatic,Petrol,1000.0,9.0,Used,0,0,0,0,0
8050000,Honda,Fit GP5 S Grade,2013.0,149000.0,Automatic,Hybrid,1500.0,13.0,Used,0,0,0,0,0
6300000,Honda,FIT GP1,2011.0,167000.0,Automatic,Hybrid,1330.0,15.0,Used,1,1,1,1,4
6650000,Honda,Civic FD3,2007.0,189000.0,Automatic,Petrol,1300.0,19.0,Used,1,1,1,1,4
7650000,Honda,FIT GP5,2014.0,132000.0,Automatic,Petrol,1500.0,12.0,Used,1,1,1,1,4
8100000,Honda,Fit GP5,2014.0,192000.0,Automatic,Petrol,1500.0,12.0,Used,1,1,1,1,4
10300000,Honda,Fit Shuttle Navi Premium,2014.0,142000.0,Automatic,Petrol,1300.0,12.0,Used,1,1,1,1,4
8800000,Honda,Fit GP5,2013.0,157090.0,Automatic,Petrol,1500.0,13.0,Used,1,0,0,0,1
6500000,Honda,Fit,2012.0,136000.0,Automatic,Petrol,1000.0,14.0,Used,1,1,1,1,4
9500000,Honda,Grace,2014.0,113000.0,Automatic,Hybrid,1500.0,12.0,Used,0,0,0,0,0
2875000,Honda,Accord,1996.0,127000.0,Automatic,Petrol,2000.0,30.0,Used,1,1,1,1,4
9150000,Honda,Fit Shuttle GP2,2012.0,189000.0,Automatic,Hybrid,1350.0,14.0,Used,1,1,1,1,4
7650000,Honda,Fit GP5 L Grade,2014.0,180000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
8400000,Honda,FIT GP5,2015.0,92000.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
9475000,Honda,Grace Ex,2014.0,130000.0,Automatic,Hybrid,1490.0,12.0,Used,1,1,1,1,4
8400000,Honda,FIT GP5,2014.0,220000.0,Automatic,Petrol,1500.0,12.0,Used,1,1,1,1,4
13700000,Honda,CIVIC TX VTEC CVT,2019.0,100000.0,Automatic,Petrol,1000.0,7.0,Used,1,1,1,1,4
9350000,Honda,Grace,2014.0,183500.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
7500000,Honda,Fit GP1,2013.0,95000.0,Automatic,Hybrid,1339.0,13.0,Used,1,1,1,1,4
7500000,Honda,Civic Type-s,2006.0,156000.0,Automatic,Petrol,1800.0,20.0,Used,1,1,1,1,4
8450000,Honda,Fit GP5 L Grade Safety,2014.0,150000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
6775000,Honda,Fit GP1,2013.0,113500.0,Automatic,Hybrid,1330.0,13.0,Used,0,0,0,0,0
5550000,Honda,Fit Aria,2008.0,188000.0,Automatic,Petrol,1496.0,18.0,Used,1,1,1,1,4
8400000,Honda,FIT GP5 L Grade,2014.0,157000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
7500000,Honda,FIT GP5,2013.0,140000.0,Automatic,Petrol,1500.0,13.0,Used,1,1,1,1,4
7750000,Honda,Civic FD1,2007.0,211000.0,Automatic,Petrol,1800.0,19.0,Used,1,1,1,1,4
3050000,Honda,Logo,2001.0,210000.0,Automatic,Petrol,1300.0,25.0,Used,0,0,0,0,0
9950000,Honda,Grace Ex,2016.0,95000.0,Automatic,Hybrid,1500.0,10.0,Used,1,1,1,1,4
11450000,Honda,Grace,2017.0,113000.0,Automatic,Petrol,1500.0,9.0,Used,1,1,1,1,4
7300000,Honda,Fit GP5,2013.0,109000.0,Automatic,Petrol,1500.0,13.0,Used,1,1,1,1,4
8600000,Honda,Fit Shuttle Gp2,2012.0,126000.0,Automatic,Petrol,1330.0,14.0,Used,1,1,1,1,4
8500000,Honda,Fit Shuttle Gp2,2012.0,126000.0,Automatic,Petrol,1330.0,14.0,Used,1,1,1,1,4
7775000,Honda,N Box,2023.0,6500.0,Automatic,Petrol,650.0,3.0,Unregistered,1,1,1,1,4
8800000,Honda,Grace Ex,2014.0,168000.0,Automatic,Petrol,1500.0,12.0,Used,1,1,1,1,4
1420000,Honda,Civic Tech Pack,2018.0,57000.0,Automatic,Petrol,1000.0,8.0,Used,1,1,1,1,4
13500000,Honda,Civic SR,2018.0,60000.0,Automatic,Petrol,1000.0,8.0,Used,1,1,1,1,4
11800000,Honda,Civic,2018.0,160000.0,Automatic,Petrol,1000.0,8.0,Used,1,1,1,1,4
10500000,Honda,Grace,2014.0,192000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
1430000,Honda,Tech Pack Sedan,2019.0,160000.0,Automatic,Petrol,1000.0,7.0,Used,0,0,0,0,0
10500000,Honda,Grace,2015.0,112000.0,Automatic,Hybrid,1499.0,11.0,Used,1,1,1,1,4
10200000,Honda,Grace,2015.0,103000.0,Automatic,Hybrid,1500.0,11.0,Used,0,0,0,0,0
8000000,Honda,Fit GP5,2014.0,154.0,Automatic,Hybrid,1500.0,12.0,Used,0,0,0,0,0
7500000,Honda,Insight Ze2,2011.0,200000.0,Automatic,Hybrid,1330.0,15.0,Used,1,1,1,1,4
6900000,Honda,Civic,2008.0,155000.0,Automatic,Hybrid,1300.0,18.0,Used,1,1,1,1,4
14800000,Honda,Civic Sedan Tech Pack,2020.0,90000.0,Automatic,Petrol,1000.0,6.0,Used,1,1,1,1,4
6875000,Honda,N Box Custom,2019.0,119558.0,Automatic,Petrol,660.0,7.0,Used,1,1,1,1,4
8150000,Honda,Insight ZE 3,2011.0,170000.0,Automatic,Petrol,1490.0,15.0,Used,1,1,1,1,4
8300000,Honda,Fit GP5 L Grade,2014.0,108000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
8200000,Honda,FIT GP5,2015.0,150000.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
14600000,Honda,Civic Techpack,2018.0,112000.0,Automatic,Petrol,1000.0,8.0,Used,1,1,1,1,4
5825000,Honda,Civic ES1,2004.0,142000.0,Automatic,Petrol,1500.0,22.0,Used,1,1,1,1,4
7950000,Honda,FIT GP5,2015.0,162000.0,Automatic,Hybrid,1500.0,11.0,Used,1,1,1,1,4
6200000,Honda,Fit GP1,2012.0,200000.0,Automatic,Hybrid,1300.0,14.0,Used,1,1,1,1,4
4250000,Honda,Civic Ek3,1997.0,160000.0,Manual,Petrol,1500.0,29.0,Used,1,1,0,1,3
13550000,Honda,City,2025.0,3000.0,Automatic,Petrol,1000.0,1.0,Unregistered,1,1,1,1,4
7850000,Honda,N Box,2023.0,15000.0,Automatic,Petrol,650.0,3.0,Unregistered,1,1,1,1,4
4350000,Honda,Civic Ek3,1998.0,134000.0,Manual,Petrol,1500.0,28.0,Used,1,1,1,1,4
5450000,Honda,Civic Ek3,2002.0,267000.0,Automatic,Petrol,1500.0,24.0,Used,1,1,1,1,4
8890000,Honda,FIT SHUTTLE,2012.0,142180.0,Automatic,Hybrid,1330.0,14.0,Used,1,1,1,1,4
9490000,Honda,Grace,2014.0,148000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
4700000,Honda,Civic ES2,2000.0,2.0,Automatic,Petrol,1500.0,26.0,Used,1,1,1,1,4
13700000,Honda,Civic EX,2017.0,66000.0,Automatic,Petrol,1000.0,9.0,Used,0,0,0,0,0
8295000,Honda,Fit GP5 Safety Pack,2015.0,124500.0,Automatic,Petrol,1500.0,11.0,Used,1,1,1,1,4
4980000,Honda,Civic,2000.0,189000.0,Automatic,Petrol,1500.0,26.0,Used,1,1,1,1,4
8900000,Honda,Grace,2014.0,165000.0,Automatic,Hybrid,1500.0,12.0,Used,1,1,1,1,4
3890000,Hyundai,Eon,2015.0,103000.0,Manual,Petrol,800.0,11.0,Used,1,1,1,1,4
2625000,Hyundai,Accent Hatchback,2003.0,165500.0,Manual,Petrol,1341.0,23.0,Used,1,1,0,1,3
2150000,Hyundai,Accent GLS,2000.0,151000.0,Manual,Petrol,1500.0,26.0,Used,1,1,1,1,4
4175000,Hyundai,EON,2016.0,104087.0,Manual,Petrol,814.0,10.0,Used,1,1,1,1,4
3300000,Hyundai,Trajet,2005.0,296000.0,Manual,Diesel,2000.0,21.0,Used,1,1,1,1,4
4350000,Hyundai,Eon,2017.0,95000.0,Manual,Petrol,800.0,9.0,Used,0,0,0,0,0
2690000,Hyundai,Accent,2002.0,12345.0,Manual,Petrol,1500.0,24.0,Used,1,1,0,1,3
3950000,Hyundai,Eon,2015.0,122000.0,Manual,Petrol,800.0,11.0,Used,1,1,0,1,3
2950000,Hyundai,Sonata Gls,2010.0,116000.0,Automatic,Petrol,1997.0,16.0,Used,1,1,1,1,4
1690000,Hyundai,Accent,2003.0,224000.0,Manual,Petrol,1300.0,23.0,Used,1,1,0,1,3
2390000,Hyundai,Santro,2002.0,170406.0,Manual,Petrol,1000.0,24.0,Used,1,1,1,1,4
1550000,Hyundai,Sonata,1997.0,245876.0,Manual,Petrol,1997.0,29.0,Used,1,1,1,1,4
4000000,Hyundai,Eon,2016.0,132000.0,Manual,Petrol,814.0,10.0,Used,1,1,0,0,2
1500000,Hyundai,Sonata,2012.0,128000.0,Automatic,Petrol,1900.0,14.0,Used,1,1,1,1,4
2650000,Hyundai,Elantra,1999.0,169000.0,Automatic,Petrol,1599.0,27.0,Used,1,1,1,1,4
3900000,Hyundai,Eon,2015.0,84.0,Automatic,Petrol,814.0,11.0,Used,1,1,1,1,4
7000000,Hyundai,Accent,2011.0,194000.0,Automatic,Diesel,1600.0,15.0,Used,1,1,1,1,4
4100000,Hyundai,Eon,2015.0,48287.0,Manual,Petrol,814.0,11.0,Used,1,1,0,1,3
2590000,Hyundai,ELANTRA,2000.0,98000.0,Automatic,Petrol,1300.0,26.0,Used,1,1,1,1,4
2300000,Hyundai,Accent,2004.0,120000.0,Manual,Petrol,1500.0,22.0,Used,1,1,0,1,3
1650000,Hyundai,Atos,2002.0,160000.0,Manual,Petrol,650.0,24.0,Used,1,1,0,1,3
2900000,Hyundai,Accent,2001.0,150000.0,Automatic,Petrol,1500.0,25.0,Used,1,1,1,1,4
3390000,Hyundai,Accent,2003.0,150000.0,Automatic,Petrol,1500.0,23.0,Used,1,1,1,1,4
3000000,Hyundai,Accent,2006.0,100000.0,Manual,Petrol,1360.0,20.0,Used,1,1,0,0,2
5800000,Hyundai,Accent,2011.0,180000.0,Automatic,Diesel,1600.0,15.0,Used,1,1,1,1,4
3750000,Hyundai,Trajet,2000.0,238480.0,Automatic,Diesel,1997.0,26.0,Used,1,1,1,1,4
5000000,Hyundai,Trajet,2005.0,195000.0,Automatic,Diesel,2000.0,21.0,Used,0,0,0,0,0
3200000,Hyundai,Accent,2002.0,210000.0,Automatic,Petrol,1500.0,24.0,Used,1,1,0,1,3
3150000,Hyundai,Matrix,2007.0,109000.0,Automatic,Petrol,1600.0,19.0,Used,1,1,1,1,4
3490000,Hyundai,Eon Magna Plus,2014.0,148000.0,Manual,Petrol,800.0,12.0,Used,1,1,1,1,4
2300000,Hyundai,Accent,2002.0,120000.0,Manual,Petrol,1500.0,24.0,Used,0,0,0,0,0
3875000,Hyundai,Trajet,2001.0,145000.0,Automatic,Diesel,2800.0,25.0,Used,1,1,1,1,4
6175000,Hyundai,Elantra,2012.0,161000.0,Automatic,Petrol,1599.0,14.0,Used,1,1,1,1,4
3900000,Hyundai,Eon,2016.0,154000.0,Manual,Petrol,814.0,10.0,Used,1,1,0,1,3
3750000,Hyundai,Trajet,2004.0,113000.0,Automatic,Diesel,2000.0,22.0,Used,1,1,1,1,4
3090000,Hyundai,Matrix GLS,2002.0,1324.0,Automatic,Diesel,1990.0,24.0,Used,1,1,1,1,4
2800000,Hyundai,Accent,2004.0,149000.0,Automatic,Petrol,1500.0,22.0,Used,1,1,0,1,3
2000000,Hyundai,Atos,2001.0,17.0,Manual,Petrol,999.0,25.0,Used,1,1,0,1,3
2690000,Hyundai,Elantra,2002.0,110000.0,Manual,Petrol,1500.0,24.0,Used,1,0,1,0,2
2690000,Hyundai,Accent,2006.0,87000.0,Manual,Petrol,1490.0,20.0,Used,1,1,1,0,3
3190000,Hyundai,Sonata,2010.0,87000.0,Automatic,Petrol,2000.0,16.0,Used,1,1,1,1,4
5000000,Hyundai,Eon,2018.0,74500.0,Manual,Petrol,800.0,8.0,Used,1,1,1,1,4
3500000,Hyundai,EON,2017.0,175626.0,Manual,Petrol,815.0,9.0,Used,1,1,0,0,2
6300000,Hyundai,I10,2023.0,109127.0,Manual,Petrol,1197.0,3.0,Used,1,1,1,1,4
2890000,Hyundai,Accent,2006.0,143000.0,Automatic,Petrol,1500.0,20.0,Used,1,1,0,1,3
3350000,Hyundai,Getz,2002.0,114000.0,Automatic,Petrol,1341.0,24.0,Used,1,1,1,1,4
2950000,Hyundai,Elantra,2000.0,189400.0,Automatic,Petrol,1590.0,26.0,Used,1,1,1,1,4
4775000,Hyundai,I10,2008.0,104000.0,Automatic,Petrol,1100.0,18.0,Used,1,1,0,1,3
3275000,Hyundai,Accent,2003.0,175000.0,Automatic,Petrol,1495.0,23.0,Used,1,1,0,1,3
2750000,Hyundai,Accent GLS,2000.0,200000.0,Automatic,Petrol,1495.0,26.0,Used,1,1,0,1,3
2700000,Hyundai,Santro,2005.0,120000.0,Manual,Petrol,1000.0,21.0,Used,1,1,0,0,2
1925000,Hyundai,Elantra GLS,2001.0,200000.0,Manual,Petrol,1600.0,25.0,Used,1,1,1,1,4
2350000,Hyundai,Elantra,2000.0,124752.0,Automatic,Petrol,1600.0,26.0,Used,1,1,1,1,4
7100000,Hyundai,Elantra,2014.0,134000.0,Automatic,Petrol,1500.0,12.0,Used,1,1,1,1,4
3450000,Hyundai,Sonata GLS,2001.0,340000.0,Automatic,Petrol,2000.0,25.0,Used,1,1,1,1,4
3085000,Hyundai,Accent,2001.0,175000.0,Automatic,Petrol,1500.0,25.0,Used,1,1,0,1,3
